State,state_code,deaths,Pop,Age_grp,Year_grp,age,year,cohort,censor
Ohio,39,1573,3416773,35-39,2012-2016,37,2014,1977,0
Oklahoma,40,245,1192521,35-39,2012-2016,37,2014,1977,0
Oregon,41,176,1308399,35-39,2012-2016,37,2014,1977,0
Pennsylvania,42,821,3654653,35-39,2012-2016,37,2014,1977,0
Rhode Island,44,107,302678,35-39,2012-2016,37,2014,1977,0
South Carolina,45,254,1455770,35-39,2012-2016,37,2014,1977,0
South Dakota,46,20,246455,35-39,2012-2016,37,2014,1977,0
Tennessee,47,588,2044775,35-39,2012-2016,37,2014,1977,0
Texas,48,621,9113698,35-39,2012-2016,37,2014,1977,0
Utah,49,317,1047037,35-39,2012-2016,37,2014,1977,0
Vermont,50,51,171978,35-39,2012-2016,37,2014,1977,0
Virginia,51,514,2686537,35-39,2012-2016,37,2014,1977,0
Washington,53,332,2315905,35-39,2012-2016,37,2014,1977,0
West Virginia,54,460,557508,35-39,2012-2016,37,2014,1977,0
Wisconsin,55,410,1716405,35-39,2012-2016,37,2014,1977,0
Wyoming,56,23,180610,35-39,2012-2016,37,2014,1977,0
Alabama,1,143,1541721,40-44,2012-2016,42,2014,1972,0
Alaska,2,46,223008,40-44,2012-2016,42,2014,1972,0
Arizona,4,325,2093470,40-44,2012-2016,42,2014,1972,0
Arkansas,5,107,915758,40-44,2012-2016,42,2014,1972,0
California,6,878,12957350,40-44,2012-2016,42,2014,1972,0
Colorado,8,240,1800842,40-44,2012-2016,42,2014,1972,0
Connecticut,9,322,1152479,40-44,2012-2016,42,2014,1972,0
Delaware,10,63,282797,40-44,2012-2016,42,2014,1972,0
District of Columbia,11,30,207418,40-44,2012-2016,42,2014,1972,0
Florida,12,972,6261399,40-44,2012-2016,42,2014,1972,0
Georgia,13,423,3511169,40-44,2012-2016,42,2014,1972,0
Hawaii,15,32,432573,40-44,2012-2016,42,2014,1972,0
Idaho,16,47,488073,40-44,2012-2016,42,2014,1972,0
Illinois,17,756,4202806,40-44,2012-2016,42,2014,1972,0
Indiana,18,268,2085909,40-44,2012-2016,42,2014,1972,0
Iowa,19,117,902451,40-44,2012-2016,42,2014,1972,0
Kansas,20,88,847438,40-44,2012-2016,42,2014,1972,0
Kentucky,21,526,1423585,40-44,2012-2016,42,2014,1972,0
Louisiana,22,170,1394224,40-44,2012-2016,42,2014,1972,0
Maine,23,119,412429,40-44,2012-2016,42,2014,1972,0
Maryland,24,569,1961583,40-44,2012-2016,42,2014,1972,0
Massachusetts,25,754,2159345,40-44,2012-2016,42,2014,1972,0
Michigan,26,596,3091599,40-44,2012-2016,42,2014,1972,0
Minnesota,27,172,1665106,40-44,2012-2016,42,2014,1972,0
Mississippi,28,75,925357,40-44,2012-2016,42,2014,1972,0
Missouri,29,386,1835722,40-44,2012-2016,42,2014,1972,0
Montana,30,26,284736,40-44,2012-2016,42,2014,1972,0
Nebraska,31,32,552816,40-44,2012-2016,42,2014,1972,0
Nevada,32,222,966639,40-44,2012-2016,42,2014,1972,0
New Hampshire,33,166,427591,40-44,2012-2016,42,2014,1972,0
New Jersey,34,461,3019423,40-44,2012-2016,42,2014,1972,0
New Mexico,35,208,602865,40-44,2012-2016,42,2014,1972,0
New York,36,984,6315996,40-44,2012-2016,42,2014,1972,0
North Carolina,37,684,3357999,40-44,2012-2016,42,2014,1972,0
North Dakota,38,17,196303,40-44,2012-2016,42,2014,1972,0
Ohio,39,1353,3612567,40-44,2012-2016,42,2014,1972,0
Oklahoma,40,266,1164729,40-44,2012-2016,42,2014,1972,0
Oregon,41,171,1281641,40-44,2012-2016,42,2014,1972,0
Pennsylvania,42,632,3917896,40-44,2012-2016,42,2014,1972,0
Rhode Island,44,117,325073,40-44,2012-2016,42,2014,1972,0
South Carolina,45,265,1524211,40-44,2012-2016,42,2014,1972,0
South Dakota,46,15,233405,40-44,2012-2016,42,2014,1972,0
Tennessee,47,585,2147290,40-44,2012-2016,42,2014,1972,0
Texas,48,610,9051721,40-44,2012-2016,42,2014,1972,0
Utah,49,230,878986,40-44,2012-2016,42,2014,1972,0
Vermont,50,39,186865,40-44,2012-2016,42,2014,1972,0
Virginia,51,465,2758971,40-44,2012-2016,42,2014,1972,0
Washington,53,335,2296561,40-44,2012-2016,42,2014,1972,0
West Virginia,54,398,586558,40-44,2012-2016,42,2014,1972,0
Wisconsin,55,316,1744671,40-44,2012-2016,42,2014,1972,0
Wyoming,56,32,168949,40-44,2012-2016,42,2014,1972,0
Alabama,1,141,1578383,45-49,2012-2016,47,2014,1967,0
Alaska,2,40,232079,45-49,2012-2016,47,2014,1967,0
Arizona,4,353,2059896,45-49,2012-2016,47,2014,1967,0
Arkansas,5,123,928185,45-49,2012-2016,47,2014,1967,0
California,6,1116,12987615,45-49,2012-2016,47,2014,1967,0
Colorado,8,252,1745469,45-49,2012-2016,47,2014,1967,0
Connecticut,9,359,1317193,45-49,2012-2016,47,2014,1967,0
Delaware,10,73,311548,45-49,2012-2016,47,2014,1967,0
District of Columbia,11,68,191259,45-49,2012-2016,47,2014,1967,0
Florida,12,1002,6626464,45-49,2012-2016,47,2014,1967,0
Georgia,13,423,3504878,45-49,2012-2016,47,2014,1967,0
Hawaii,15,35,437302,45-49,2012-2016,47,2014,1967,0
Idaho,16,62,481122,45-49,2012-2016,47,2014,1967,0
Illinois,17,847,4294824,45-49,2012-2016,47,2014,1967,0
Indiana,18,297,2141208,45-49,2012-2016,47,2014,1967,0
Iowa,19,111,955298,45-49,2012-2016,47,2014,1967,0
Kansas,20,108,869189,45-49,2012-2016,47,2014,1967,0
Kentucky,21,562,1474087,45-49,2012-2016,47,2014,1967,0
Louisiana,22,131,1462713,45-49,2012-2016,47,2014,1967,0
Maine,23,126,467407,45-49,2012-2016,47,2014,1967,0
Maryland,24,727,2128967,45-49,2012-2016,47,2014,1967,0
Massachusetts,25,785,2390107,45-49,2012-2016,47,2014,1967,0
Michigan,26,691,3335386,45-49,2012-2016,47,2014,1967,0
Minnesota,27,181,1788877,45-49,2012-2016,47,2014,1967,0
Mississippi,28,71,937738,45-49,2012-2016,47,2014,1967,0
Missouri,29,402,1928989,45-49,2012-2016,47,2014,1967,0
Montana,30,35,299776,45-49,2012-2016,47,2014,1967,0
Nebraska,31,24,561375,45-49,2012-2016,47,2014,1967,0
Nevada,32,270,960117,45-49,2012-2016,47,2014,1967,0
New Hampshire,33,137,494801,45-49,2012-2016,47,2014,1967,0
New Jersey,34,570,3261938,45-49,2012-2016,47,2014,1967,0
New Mexico,35,210,620307,45-49,2012-2016,47,2014,1967,0
New York,36,1195,6782172,45-49,2012-2016,47,2014,1967,0
North Carolina,37,675,3387683,45-49,2012-2016,47,2014,1967,0
North Dakota,38,10,205108,45-49,2012-2016,47,2014,1967,0
Ohio,39,1364,3826788,45-49,2012-2016,47,2014,1967,0
Oklahoma,40,283,1161092,45-49,2012-2016,47,2014,1967,0
Oregon,41,186,1250937,45-49,2012-2016,47,2014,1967,0
Pennsylvania,42,659,4310467,45-49,2012-2016,47,2014,1967,0
Rhode Island,44,160,366019,45-49,2012-2016,47,2014,1967,0
South Carolina,45,286,1575609,45-49,2012-2016,47,2014,1967,0
South Dakota,46,17,246658,45-49,2012-2016,47,2014,1967,0
Tennessee,47,668,2190134,45-49,2012-2016,47,2014,1967,0
Texas,48,667,8646729,45-49,2012-2016,47,2014,1967,0
Utah,49,252,768974,45-49,2012-2016,47,2014,1967,0
Vermont,50,48,213028,45-49,2012-2016,47,2014,1967,0
Virginia,51,448,2874279,45-49,2012-2016,47,2014,1967,0
Washington,53,435,2308948,45-49,2012-2016,47,2014,1967,0
West Virginia,54,410,604731,45-49,2012-2016,47,2014,1967,0
Wisconsin,55,351,1924901,45-49,2012-2016,47,2014,1967,0
Wyoming,56,25,168540,45-49,2012-2016,47,2014,1967,0
Alabama,1,138,1709561,50-54,2012-2016,52,2014,1962,0
Alaska,2,38,260859,50-54,2012-2016,52,2014,1962,0
Arizona,4,371,2145528,50-54,2012-2016,52,2014,1962,0
Arkansas,5,102,1006860,50-54,2012-2016,52,2014,1962,0
California,6,1367,13142140,50-54,2012-2016,52,2014,1962,0
Colorado,8,270,1843467,50-54,2012-2016,52,2014,1962,0
Connecticut,9,356,1415092,50-54,2012-2016,52,2014,1962,0
Delaware,10,84,337948,50-54,2012-2016,52,2014,1962,0
District of Columbia,11,91,192268,50-54,2012-2016,52,2014,1962,0
Florida,12,1082,7094071,50-54,2012-2016,52,2014,1962,0
Georgia,13,416,3507904,50-54,2012-2016,52,2014,1962,0
Hawaii,15,40,461540,50-54,2012-2016,52,2014,1962,0
Idaho,16,47,518971,50-54,2012-2016,52,2014,1962,0
Illinois,17,844,4555879,50-54,2012-2016,52,2014,1962,0
Indiana,18,276,2319831,50-54,2012-2016,52,2014,1962,0
Iowa,19,128,1077942,50-54,2012-2016,52,2014,1962,0
Kansas,20,106,980024,50-54,2012-2016,52,2014,1962,0
Kentucky,21,543,1584199,50-54,2012-2016,52,2014,1962,0
Louisiana,22,147,1602075,50-54,2012-2016,52,2014,1962,0
Maine,23,116,535039,50-54,2012-2016,52,2014,1962,0
Maryland,24,716,2254932,50-54,2012-2016,52,2014,1962,0
Massachusetts,25,719,2536902,50-54,2012-2016,52,2014,1962,0
Michigan,26,715,3658633,50-54,2012-2016,52,2014,1962,0
Minnesota,27,201,2000494,50-54,2012-2016,52,2014,1962,0
Mississippi,28,98,1014198,50-54,2012-2016,52,2014,1962,0
Missouri,29,417,2180001,50-54,2012-2016,52,2014,1962,0
Montana,30,40,360020,50-54,2012-2016,52,2014,1962,0
Nebraska,31,35,634801,50-54,2012-2016,52,2014,1962,0
Nevada,32,333,961264,50-54,2012-2016,52,2014,1962,0
New Hampshire,33,171,556855,50-54,2012-2016,52,2014,1962,0
New Jersey,34,555,3416193,50-54,2012-2016,52,2014,1962,0
New Mexico,35,224,702704,50-54,2012-2016,52,2014,1962,0
New York,36,1318,7127016,50-54,2012-2016,52,2014,1962,0
North Carolina,37,694,3470953,50-54,2012-2016,52,2014,1962,0
North Dakota,38,22,242846,50-54,2012-2016,52,2014,1962,0
Ohio,39,1349,4210425,50-54,2012-2016,52,2014,1962,0
Oklahoma,40,396,1294007,50-54,2012-2016,52,2014,1962,0
Oregon,41,222,1326019,50-54,2012-2016,52,2014,1962,0
Pennsylvania,42,683,4724142,50-54,2012-2016,52,2014,1962,0
Rhode Island,44,139,396018,50-54,2012-2016,52,2014,1962,0
South Carolina,45,317,1677876,50-54,2012-2016,52,2014,1962,0
South Dakota,46,25,290302,50-54,2012-2016,52,2014,1962,0
Tennessee,47,655,2308844,50-54,2012-2016,52,2014,1962,0
Texas,48,737,8742786,50-54,2012-2016,52,2014,1962,0
Utah,49,255,772724,50-54,2012-2016,52,2014,1962,0
Vermont,50,47,246233,50-54,2012-2016,52,2014,1962,0
Virginia,51,439,3021611,50-54,2012-2016,52,2014,1962,0
Washington,53,474,2446762,50-54,2012-2016,52,2014,1962,0
West Virginia,54,402,659726,50-54,2012-2016,52,2014,1962,0
Wisconsin,55,378,2156006,50-54,2012-2016,52,2014,1962,0
Wyoming,56,38,200176,50-54,2012-2016,52,2014,1962,0
Alabama,1,127,1672162,55-59,2012-2016,57,2014,1957,0
Alaska,2,46,256730,55-59,2012-2016,57,2014,1957,0
Arizona,4,329,2073829,55-59,2012-2016,57,2014,1957,0
Arkansas,5,93,974860,55-59,2012-2016,57,2014,1957,0
California,6,1447,12225226,55-59,2012-2016,57,2014,1957,0
Colorado,8,256,1794875,55-59,2012-2016,57,2014,1957,0
Connecticut,9,269,1335315,55-59,2012-2016,57,2014,1957,0
Delaware,10,53,327195,55-59,2012-2016,57,2014,1957,0
District of Columbia,11,92,182806,55-59,2012-2016,57,2014,1957,0
Florida,12,924,6748597,55-59,2012-2016,57,2014,1957,0
Georgia,13,378,3192974,55-59,2012-2016,57,2014,1957,0
Hawaii,15,59,466602,55-59,2012-2016,57,2014,1957,0
Idaho,16,42,522202,55-59,2012-2016,57,2014,1957,0
Illinois,17,705,4368446,55-59,2012-2016,57,2014,1957,0
Indiana,18,221,2256725,55-59,2012-2016,57,2014,1957,0
Iowa,19,99,1077010,55-59,2012-2016,57,2014,1957,0
Kansas,20,104,969950,55-59,2012-2016,57,2014,1957,0
Kentucky,21,364,1533086,55-59,2012-2016,57,2014,1957,0
Louisiana,22,153,1575561,55-59,2012-2016,57,2014,1957,0
Maine,23,77,539978,55-59,2012-2016,57,2014,1957,0
Maryland,24,604,2086797,55-59,2012-2016,57,2014,1957,0
Massachusetts,25,501,2388339,55-59,2012-2016,57,2014,1957,0
Michigan,26,586,3640946,55-59,2012-2016,57,2014,1957,0
Minnesota,27,162,1919620,55-59,2012-2016,57,2014,1957,0
Mississippi,28,64,993073,55-59,2012-2016,57,2014,1957,0
Missouri,29,323,2118901,55-59,2012-2016,57,2014,1957,0
Montana,30,21,388111,55-59,2012-2016,57,2014,1957,0
Nebraska,31,29,625344,55-59,2012-2016,57,2014,1957,0
Nevada,32,279,908144,55-59,2012-2016,57,2014,1957,0
New Hampshire,33,102,535888,55-59,2012-2016,57,2014,1957,0
New Jersey,34,371,3162143,55-59,2012-2016,57,2014,1957,0
New Mexico,35,189,704252,55-59,2012-2016,57,2014,1957,0
New York,36,1011,6730530,55-59,2012-2016,57,2014,1957,0
North Carolina,37,452,3295654,55-59,2012-2016,57,2014,1957,0
North Dakota,38,12,247762,55-59,2012-2016,57,2014,1957,0
Ohio,39,1082,4210649,55-59,2012-2016,57,2014,1957,0
Oklahoma,40,322,1269643,55-59,2012-2016,57,2014,1957,0
Oregon,41,202,1379447,55-59,2012-2016,57,2014,1957,0
Pennsylvania,42,506,4713473,55-59,2012-2016,57,2014,1957,0
Rhode Island,44,125,384776,55-59,2012-2016,57,2014,1957,0
South Carolina,45,261,1640244,55-59,2012-2016,57,2014,1957,0
South Dakota,46,17,294146,55-59,2012-2016,57,2014,1957,0
Tennessee,47,495,2231976,55-59,2012-2016,57,2014,1957,0
Texas,48,658,8077076,55-59,2012-2016,57,2014,1957,0
Utah,49,219,745647,55-59,2012-2016,57,2014,1957,0
Vermont,50,35,252267,55-59,2012-2016,57,2014,1957,0
Virginia,51,322,2815743,55-59,2012-2016,57,2014,1957,0
Washington,53,455,2415526,55-59,2012-2016,57,2014,1957,0
West Virginia,54,284,692341,55-59,2012-2016,57,2014,1957,0
Wisconsin,55,307,2089647,55-59,2012-2016,57,2014,1957,0
Wyoming,56,22,214212,55-59,2012-2016,57,2014,1957,0
Alabama,1,43,1478610,60-64,2012-2016,62,2014,1952,0
Alaska,2,22,210902,60-64,2012-2016,62,2014,1952,0
Arizona,4,226,1906611,60-64,2012-2016,62,2014,1952,0
Arkansas,5,48,878795,60-64,2012-2016,62,2014,1952,0
California,6,1009,10320264,60-64,2012-2016,62,2014,1952,0
Colorado,8,136,1558320,60-64,2012-2016,62,2014,1952,0
Connecticut,9,128,1098323,60-64,2012-2016,62,2014,1952,0
Delaware,10,27,293812,60-64,2012-2016,62,2014,1952,0
District of Columbia,11,74,162069,60-64,2012-2016,62,2014,1952,0
Florida,12,488,6176071,60-64,2012-2016,62,2014,1952,0
Georgia,13,161,2721911,60-64,2012-2016,62,2014,1952,0
Hawaii,15,36,437582,60-64,2012-2016,62,2014,1952,0
Idaho,16,31,477360,60-64,2012-2016,62,2014,1952,0
Illinois,17,328,3698748,60-64,2012-2016,62,2014,1952,0
Indiana,18,87,1948002,60-64,2012-2016,62,2014,1952,0
Iowa,19,50,954623,60-64,2012-2016,62,2014,1952,0
Kansas,20,50,839866,60-64,2012-2016,62,2014,1952,0
Kentucky,21,171,1355573,60-64,2012-2016,62,2014,1952,0
Louisiana,22,62,1357394,60-64,2012-2016,62,2014,1952,0
Maine,23,35,490870,60-64,2012-2016,62,2014,1952,0
Maryland,24,256,1741504,60-64,2012-2016,62,2014,1952,0
Massachusetts,25,230,2035967,60-64,2012-2016,62,2014,1952,0
Michigan,26,316,3171195,60-64,2012-2016,62,2014,1952,0
Minnesota,27,93,1630285,60-64,2012-2016,62,2014,1952,0
Mississippi,28,34,869418,60-64,2012-2016,62,2014,1952,0
Missouri,29,145,1833300,60-64,2012-2016,62,2014,1952,0
Montana,30,21,362225,60-64,2012-2016,62,2014,1952,0
Nebraska,31,14,547785,60-64,2012-2016,62,2014,1952,0
Nevada,32,224,822669,60-64,2012-2016,62,2014,1952,0
New Hampshire,33,42,452648,60-64,2012-2016,62,2014,1952,0
New Jersey,34,180,2598953,60-64,2012-2016,62,2014,1952,0
New Mexico,35,114,645196,60-64,2012-2016,62,2014,1952,0
New York,36,552,5753155,60-64,2012-2016,62,2014,1952,0
North Carolina,37,216,2937597,60-64,2012-2016,62,2014,1952,0
North Dakota,38,10,211796,60-64,2012-2016,62,2014,1952,-1
Ohio,39,468,3651934,60-64,2012-2016,62,2014,1952,0
Oklahoma,40,174,1107683,60-64,2012-2016,62,2014,1952,0
Oregon,41,115,1323780,60-64,2012-2016,62,2014,1952,0
Pennsylvania,42,252,4101249,60-64,2012-2016,62,2014,1952,0
Rhode Island,44,46,326088,60-64,2012-2016,62,2014,1952,0
South Carolina,45,143,1524341,60-64,2012-2016,62,2014,1952,0
South Dakota,46,10,263779,60-64,2012-2016,62,2014,1952,-1
Tennessee,47,244,1987036,60-64,2012-2016,62,2014,1952,0
Texas,48,390,6728180,60-64,2012-2016,62,2014,1952,0
Utah,49,133,637478,60-64,2012-2016,62,2014,1952,0
Vermont,50,12,227217,60-64,2012-2016,62,2014,1952,0
Virginia,51,161,2395353,60-64,2012-2016,62,2014,1952,0
Washington,53,256,2152896,60-64,2012-2016,62,2014,1952,0
West Virginia,54,124,656634,60-64,2012-2016,62,2014,1952,0
Wisconsin,55,161,1803173,60-64,2012-2016,62,2014,1952,0
Wyoming,56,22,188511,60-64,2012-2016,62,2014,1952,0
